nome_municipio;sigla_uf;dh_mortos;dh_feridos;dh_desabrigados;da_polui_cont_do_solo;da_polui_cont_do_ar;descricao_tipologia;grupo_de_desastre
Catalão;PR;0;1;11;0;0;Geada/Frentes frias;Meteorológico
Curitiba;AM;1;0;8;0;0;Deslizamentos de terra;Incêndios Florestais
Trindade;TO;0;3;13;0;0;Inundações graduais;Meteorológico
Aparecida de Goiânia;RN;0;4;11;0;0;Geada/Frentes frias;Hidrológico
São Paulo;AC;2;0;7;0;0;Geada/Frentes frias;Geológico
Valparaíso de Goiás;PI;0;0;11;0;0;Geada/Frentes frias;Incêndios Florestais
Jataí;RS;0;1;9;0;0;Subsidência/Colapso de solo;Geológico
Belo Horizonte;SE;0;2;13;0;0;Granizo;Meteorológico
Porto Alegre;AC;0;3;12;0;0;Incêndios florestais;Desastres Tecnológicos (simulando contaminação como consequência)
São Paulo;BA;0;2;11;1;0;Chuvas Intensas;Desastres Tecnológicos (simulando contaminação como consequência)
Fortaleza;AC;0;1;13;0;0;Geada/Frentes frias;Meteorológico
Jataí;RR;0;0;5;0;0;Tornados;Meteorológico
Catalão;RO;0;2;6;0;0;Alagamentos;Desastres Tecnológicos (simulando contaminação como consequência)
Luziânia;PA;1;1;7;0;0;Deslizamentos de terra;Desastres Tecnológicos (simulando contaminação como consequência)
Valparaíso de Goiás;SP;0;3;11;0;1;Vendavais e Ciclones;Desastres Biológicos (ex: epidemias relacionadas a desastres)
Brasília;AM;1;1;8;0;0;Deslizamentos de terra;Geológico
Manaus;MG;0;1;11;0;0;Subsidência/Colapso de solo;Hidrológico
Anápolis;AL;1;0;9;0;0;Geada/Frentes frias;Hidrológico
Luziânia;PA;0;3;11;0;0;Alagamentos;Desastres Biológicos (ex: epidemias relacionadas a desastres)
Brasília;RR;0;0;10;0;0;Vendavais e Ciclones;Climatológico
Valparaíso de Goiás;SE;0;1;10;1;0;Secas e estiagens;Incêndios Florestais
Itumbiara;RN;0;1;8;0;0;Alagamentos;Meteorológico
Manaus;DF;0;3;6;0;0;Deslizamentos de terra;Meteorológico
São Paulo;RJ;0;2;8;0;0;Alagamentos;Geológico
Jataí;DF;0;2;8;0;0;Inundações graduais;Geológico
Brasília;DF;0;1;12;0;0;Incêndios florestais;Hidrológico
Fortaleza;CE;0;0;10;0;0;Granizo;Climatológico
Curitiba;PR;1;1;17;0;0;Deslizamentos de terra;Hidrológico
Porto Alegre;BA;0;1;12;0;0;Alagamentos;Climatológico
Valparaíso de Goiás;RO;0;2;8;0;0;Geada/Frentes frias;Incêndios Florestais
Curitiba;MT;0;2;10;0;0;Granizo;Desastres Biológicos (ex: epidemias relacionadas a desastres)
Recife;SC;0;2;6;0;0;Incêndios florestais;Geológico
Itumbiara;MS;1;2;4;0;0;Secas e estiagens;Desastres Biológicos (ex: epidemias relacionadas a desastres)
São Paulo;AM;0;2;13;0;0;Chuvas Intensas;Desastres Biológicos (ex: epidemias relacionadas a desastres)
Rio de Janeiro;RS;0;0;8;0;0;Inundações graduais;Incêndios Florestais
Belo Horizonte;DF;0;1;11;1;0;Enxurradas;Incêndios Florestais
Fortaleza;RJ;0;0;10;0;0;Tornados;Hidrológico
Curitiba;CE;0;1;14;0;0;Chuvas Intensas;Geológico
Valparaíso de Goiás;RS;0;2;11;0;1;Tornados;Climatológico
Itumbiara;RN;1;1;9;0;0;Chuvas Intensas;Hidrológico
Aparecida de Goiânia;PR;0;0;16;0;0;Inundações graduais;Hidrológico
Luziânia;PB;1;1;9;0;0;Alagamentos;Incêndios Florestais
Goiânia;RR;1;2;10;0;0;Subsidência/Colapso de solo;Climatológico
São Paulo;TO;1;1;9;0;0;Erosão Costeira;Desastres Biológicos (ex: epidemias relacionadas a desastres)
Itumbiara;SE;0;0;6;1;0;Granizo;Geológico
Jataí;BA;1;2;12;0;0;Secas e estiagens;Hidrológico
Recife;SP;0;1;12;1;0;Incêndios florestais;Desastres Tecnológicos (simulando contaminação como consequência)
Anápolis;DF;1;1;13;0;1;Subsidência/Colapso de solo;Desastres Biológicos (ex: epidemias relacionadas a desastres)
Curitiba;RS;0;1;12;0;0;Enxurradas;Meteorológico
Goiânia;AC;0;1;6;0;0;Vendavais e Ciclones;Geológico
Rio de Janeiro;AC;0;3;7;0;0;Chuvas Intensas;Desastres Biológicos (ex: epidemias relacionadas a desastres)
Luziânia;PB;0;3;9;0;0;Geada/Frentes frias;Geológico
Itumbiara;MG;1;2;13;1;0;Incêndios florestais;Hidrológico
Valparaíso de Goiás;GO;0;2;16;0;0;Alagamentos;Climatológico
Recife;MS;0;2;7;0;0;Vendavais e Ciclones;Climatológico
Goiânia;RR;0;0;12;0;0;Secas e estiagens;Desastres Tecnológicos (simulando contaminação como consequência)
Valparaíso de Goiás;PI;3;2;9;0;0;Tornados;Meteorológico
Jataí;PE;0;3;13;0;0;Vendavais e Ciclones;Geológico
Trindade;TO;0;0;14;0;0;Deslizamentos de terra;Incêndios Florestais
Belo Horizonte;PA;0;2;14;1;0;Inundações graduais;Incêndios Florestais
Rio Verde;RJ;0;0;7;1;0;Inundações graduais;Climatológico
Fortaleza;MA;0;3;10;0;0;Erosão Costeira;Geológico
Rio de Janeiro;AP;0;2;9;0;0;Incêndios florestais;Meteorológico
Anápolis;RN;0;1;10;1;0;Deslizamentos de terra;Desastres Tecnológicos (simulando contaminação como consequência)
Anápolis;MG;0;1;16;0;0;Alagamentos;Desastres Biológicos (ex: epidemias relacionadas a desastres)
Belo Horizonte;SC;0;0;8;1;0;Tornados;Incêndios Florestais
Manaus;MA;0;1;7;0;0;Deslizamentos de terra;Desastres Tecnológicos (simulando contaminação como consequência)
Rio Verde;PI;0;1;5;0;0;Erosão Costeira;Hidrológico
Aparecida de Goiânia;CE;0;2;8;0;0;Subsidência/Colapso de solo;Meteorológico
São Paulo;BA;0;4;10;0;0;Vendavais e Ciclones;Climatológico
Itumbiara;AP;0;2;12;0;0;Vendavais e Ciclones;Desastres Tecnológicos (simulando contaminação como consequência)
Anápolis;TO;1;2;12;0;0;Granizo;Hidrológico
Fortaleza;SC;0;2;7;0;0;Secas e estiagens;Hidrológico
Goiânia;MS;0;1;10;0;0;Enxurradas;Geológico
Aparecida de Goiânia;SE;0;1;7;0;0;Chuvas Intensas;Hidrológico
Belo Horizonte;PE;1;1;14;1;0;Incêndios florestais;Geológico
Valparaíso de Goiás;MS;0;4;11;0;0;Tornados;Climatológico
Salvador;AM;0;1;15;0;0;Secas e estiagens;Incêndios Florestais
São Paulo;SP;0;0;14;0;0;Vendavais e Ciclones;Incêndios Florestais
Porto Alegre;MA;0;1;15;0;0;Incêndios florestais;Desastres Biológicos (ex: epidemias relacionadas a desastres)
Manaus;RJ;2;1;9;0;0;Chuvas Intensas;Meteorológico
São Paulo;MA;0;2;7;0;0;Deslizamentos de terra;Desastres Tecnológicos (simulando contaminação como consequência)
Anápolis;AM;0;0;11;0;0;Subsidência/Colapso de solo;Meteorológico
Recife;PB;0;2;10;0;0;Geada/Frentes frias;Desastres Tecnológicos (simulando contaminação como consequência)
Curitiba;GO;0;2;5;0;0;Subsidência/Colapso de solo;Climatológico
Rio Verde;RO;0;0;9;0;0;Vendavais e Ciclones;Hidrológico
Fortaleza;RR;0;2;11;0;0;Tornados;Climatológico
Porto Alegre;SP;2;2;12;0;0;Secas e estiagens;Desastres Biológicos (ex: epidemias relacionadas a desastres)
Valparaíso de Goiás;RN;0;3;15;0;0;Deslizamentos de terra;Hidrológico
Catalão;BA;0;3;10;0;0;Chuvas Intensas;Desastres Biológicos (ex: epidemias relacionadas a desastres)
Luziânia;PB;0;2;13;1;0;Subsidência/Colapso de solo;Climatológico
Curitiba;SP;0;0;8;0;0;Enxurradas;Climatológico
Trindade;AP;0;2;9;0;0;Chuvas Intensas;Desastres Biológicos (ex: epidemias relacionadas a desastres)
Rio de Janeiro;RO;0;2;13;1;0;Incêndios florestais;Desastres Biológicos (ex: epidemias relacionadas a desastres)
Porto Alegre;SC;1;2;13;0;1;Vendavais e Ciclones;Meteorológico
Salvador;AL;0;0;5;0;0;Inundações graduais;Desastres Biológicos (ex: epidemias relacionadas a desastres)
Goiânia;PA;0;3;15;1;0;Subsidência/Colapso de solo;Hidrológico
Rio Verde;MT;0;6;9;0;1;Subsidência/Colapso de solo;Incêndios Florestais
Jataí;AC;0;1;3;0;1;Granizo;Climatológico
Recife;SP;2;1;17;0;0;Erosão Costeira;Desastres Tecnológicos (simulando contaminação como consequência)
Rio de Janeiro;RJ;0;1;7;0;0;Enxurradas;Incêndios Florestais
Goiânia;GO;1;3;7;0;1;Granizo;Desastres Tecnológicos (simulando contaminação como consequência)
Brasília;MA;1;1;5;0;0;Chuvas Intensas;Desastres Biológicos (ex: epidemias relacionadas a desastres)
Valparaíso de Goiás;AP;0;2;13;0;0;Granizo;Geológico
Itumbiara;AM;0;1;8;0;0;Deslizamentos de terra;Desastres Tecnológicos (simulando contaminação como consequência)
Brasília;PA;0;0;9;0;0;Deslizamentos de terra;Hidrológico
Anápolis;PI;0;3;7;0;0;Secas e estiagens;Desastres Tecnológicos (simulando contaminação como consequência)
Rio de Janeiro;DF;0;1;14;0;0;Chuvas Intensas;Geológico
Trindade;RO;0;3;4;0;0;Inundações graduais;Incêndios Florestais
Itumbiara;MG;0;2;8;0;0;Geada/Frentes frias;Desastres Tecnológicos (simulando contaminação como consequência)
Itumbiara;SP;0;0;12;0;0;Chuvas Intensas;Incêndios Florestais
Rio Verde;AP;0;2;7;0;0;Secas e estiagens;Hidrológico
Luziânia;PE;0;1;12;1;0;Erosão Costeira;Hidrológico
Porto Alegre;MG;0;1;9;0;0;Inundações graduais;Desastres Tecnológicos (simulando contaminação como consequência)
Itumbiara;PI;0;0;12;0;0;Tornados;Geológico
Jataí;SE;0;2;11;0;0;Secas e estiagens;Climatológico
Fortaleza;AC;0;0;11;0;0;Enxurradas;Climatológico
Luziânia;SE;0;1;14;0;1;Secas e estiagens;Hidrológico
Goiânia;GO;0;3;14;0;0;Incêndios florestais;Desastres Tecnológicos (simulando contaminação como consequência)
Rio de Janeiro;SC;0;0;11;0;0;Erosão Costeira;Hidrológico
Belo Horizonte;RO;1;0;9;0;0;Geada/Frentes frias;Incêndios Florestais
Rio Verde;SE;0;1;7;0;0;Geada/Frentes frias;Meteorológico
Anápolis;BA;0;1;14;1;0;Granizo;Incêndios Florestais
Valparaíso de Goiás;PI;0;3;8;0;1;Erosão Costeira;Meteorológico
Manaus;SC;0;0;7;0;0;Chuvas Intensas;Climatológico
Rio de Janeiro;PR;0;1;11;0;0;Enxurradas;Desastres Biológicos (ex: epidemias relacionadas a desastres)
Itumbiara;AC;0;1;11;0;0;Vendavais e Ciclones;Hidrológico
Trindade;RJ;0;2;5;0;0;Enxurradas;Incêndios Florestais
Fortaleza;AC;1;2;12;0;0;Deslizamentos de terra;Desastres Biológicos (ex: epidemias relacionadas a desastres)
São Paulo;AC;0;0;1;0;0;Geada/Frentes frias;Geológico
Recife;PI;0;1;12;0;0;Chuvas Intensas;Climatológico
Trindade;RR;0;1;5;0;0;Geada/Frentes frias;Desastres Tecnológicos (simulando contaminação como consequência)
Catalão;SC;0;2;4;1;0;Tornados;Climatológico
Goiânia;MS;0;0;6;0;0;Subsidência/Colapso de solo;Geológico
Anápolis;PA;0;1;9;0;0;Chuvas Intensas;Incêndios Florestais
Valparaíso de Goiás;MT;0;4;10;0;0;Incêndios florestais;Desastres Tecnológicos (simulando contaminação como consequência)
Salvador;RO;0;2;11;0;0;Chuvas Intensas;Hidrológico
Goiânia;RN;1;0;9;0;0;Granizo;Desastres Tecnológicos (simulando contaminação como consequência)
Aparecida de Goiânia;MG;0;0;8;1;0;Geada/Frentes frias;Incêndios Florestais
Catalão;AL;0;1;16;0;0;Chuvas Intensas;Hidrológico
Brasília;AP;2;2;11;0;0;Granizo;Hidrológico
Fortaleza;SE;0;2;10;0;0;Subsidência/Colapso de solo;Incêndios Florestais
Trindade;PI;0;0;7;0;0;Vendavais e Ciclones;Climatológico
Curitiba;TO;0;1;11;0;0;Alagamentos;Incêndios Florestais
Rio Verde;AM;1;5;6;0;1;Vendavais e Ciclones;Geológico
Anápolis;PI;0;1;11;1;0;Erosão Costeira;Desastres Tecnológicos (simulando contaminação como consequência)
Recife;PB;0;2;9;1;0;Inundações graduais;Climatológico
Catalão;SP;0;1;12;0;0;Enxurradas;Desastres Biológicos (ex: epidemias relacionadas a desastres)
Jataí;PI;0;1;6;0;0;Vendavais e Ciclones;Desastres Biológicos (ex: epidemias relacionadas a desastres)
Anápolis;RR;0;1;8;0;0;Enxurradas;Climatológico
Trindade;DF;0;2;10;1;0;Chuvas Intensas;Incêndios Florestais
Itumbiara;SE;0;0;12;0;0;Chuvas Intensas;Incêndios Florestais
Rio de Janeiro;RS;0;2;12;0;0;Tornados;Climatológico
Aparecida de Goiânia;AL;0;2;13;0;0;Geada/Frentes frias;Climatológico
Belo Horizonte;AC;0;2;15;0;0;Inundações graduais;Hidrológico
Recife;RR;0;2;13;1;0;Secas e estiagens;Climatológico
Rio Verde;SP;0;1;12;0;0;Subsidência/Colapso de solo;Desastres Tecnológicos (simulando contaminação como consequência)
Rio Verde;RN;0;1;9;0;0;Alagamentos;Meteorológico
Manaus;RJ;0;6;16;0;0;Granizo;Geológico
Rio de Janeiro;RS;0;4;14;0;0;Enxurradas;Desastres Biológicos (ex: epidemias relacionadas a desastres)
Fortaleza;RJ;0;2;15;0;0;Erosão Costeira;Geológico
Recife;MA;0;3;11;0;0;Secas e estiagens;Desastres Tecnológicos (simulando contaminação como consequência)
Luziânia;GO;0;2;10;0;1;Enxurradas;Hidrológico
Rio Verde;RS;0;1;5;0;0;Erosão Costeira;Desastres Tecnológicos (simulando contaminação como consequência)
Porto Alegre;SE;0;0;10;0;0;Chuvas Intensas;Hidrológico
Anápolis;RR;1;1;7;1;0;Incêndios florestais;Hidrológico
Catalão;ES;0;3;11;0;0;Alagamentos;Incêndios Florestais
Fortaleza;CE;0;0;16;1;0;Inundações graduais;Climatológico
Itumbiara;SC;0;0;12;1;0;Chuvas Intensas;Climatológico
Curitiba;MG;1;1;6;0;0;Enxurradas;Meteorológico
Fortaleza;SP;0;0;6;1;1;Erosão Costeira;Desastres Biológicos (ex: epidemias relacionadas a desastres)
Valparaíso de Goiás;RR;0;3;8;0;1;Granizo;Desastres Tecnológicos (simulando contaminação como consequência)
São Paulo;SC;0;1;11;1;0;Incêndios florestais;Climatológico
Fortaleza;PI;0;2;10;0;0;Enxurradas;Desastres Tecnológicos (simulando contaminação como consequência)
Rio de Janeiro;RJ;0;0;10;0;0;Tornados;Climatológico
Brasília;PA;0;1;10;0;0;Deslizamentos de terra;Desastres Biológicos (ex: epidemias relacionadas a desastres)
Anápolis;AP;1;3;12;0;1;Alagamentos;Geológico
Recife;PA;0;2;11;0;0;Incêndios florestais;Meteorológico
Manaus;GO;2;2;10;0;0;Inundações graduais;Desastres Biológicos (ex: epidemias relacionadas a desastres)
Itumbiara;RS;0;0;9;0;0;Enxurradas;Climatológico
Porto Alegre;AL;0;1;10;0;0;Chuvas Intensas;Geológico
Recife;AC;0;4;10;0;0;Erosão Costeira;Geológico
Salvador;MT;0;1;12;0;0;Subsidência/Colapso de solo;Meteorológico
Anápolis;SC;0;0;13;0;0;Inundações graduais;Desastres Biológicos (ex: epidemias relacionadas a desastres)
Jataí;ES;1;2;6;0;0;Enxurradas;Incêndios Florestais
Salvador;GO;0;1;14;0;0;Subsidência/Colapso de solo;Desastres Tecnológicos (simulando contaminação como consequência)
Catalão;ES;0;4;5;0;0;Alagamentos;Geológico
Goiânia;RJ;0;2;6;0;0;Granizo;Hidrológico
Rio Verde;AL;0;3;9;0;0;Vendavais e Ciclones;Geológico
Curitiba;PA;0;1;13;1;0;Chuvas Intensas;Meteorológico
Salvador;SE;0;0;10;1;0;Incêndios florestais;Incêndios Florestais
Itumbiara;PA;0;2;8;0;0;Erosão Costeira;Geológico
Fortaleza;PR;0;2;10;0;1;Vendavais e Ciclones;Desastres Biológicos (ex: epidemias relacionadas a desastres)
Manaus;TO;0;0;14;0;0;Secas e estiagens;Meteorológico
Luziânia;MS;0;1;10;0;0;Secas e estiagens;Climatológico
Manaus;RN;0;3;12;0;0;Deslizamentos de terra;Desastres Biológicos (ex: epidemias relacionadas a desastres)
Anápolis;PB;0;1;10;0;0;Incêndios florestais;Climatológico
Fortaleza;GO;0;1;5;0;0;Secas e estiagens;Desastres Tecnológicos (simulando contaminação como consequência)
Valparaíso de Goiás;MA;1;1;14;0;0;Alagamentos;Meteorológico
Trindade;DF;1;0;9;0;0;Alagamentos;Hidrológico
Brasília;RN;1;3;8;0;0;Enxurradas;Geológico
Anápolis;RJ;1;0;11;0;0;Chuvas Intensas;Geológico
Salvador;AC;0;3;9;0;0;Deslizamentos de terra;Desastres Biológicos (ex: epidemias relacionadas a desastres)
Valparaíso de Goiás;DF;0;3;12;0;0;Erosão Costeira;Incêndios Florestais
Curitiba;PI;0;1;17;0;0;Incêndios florestais;Hidrológico
Anápolis;PR;0;1;14;0;0;Alagamentos;Climatológico
Catalão;ES;0;2;10;0;1;Incêndios florestais;Geológico
Porto Alegre;AL;0;1;12;1;0;Enxurradas;Geológico
Valparaíso de Goiás;MG;0;1;9;0;0;Enxurradas;Desastres Tecnológicos (simulando contaminação como consequência)
Belo Horizonte;PA;0;3;14;1;0;Alagamentos;Desastres Biológicos (ex: epidemias relacionadas a desastres)
Salvador;MT;2;2;8;0;0;Inundações graduais;Hidrológico
Rio Verde;DF;0;1;10;0;0;Erosão Costeira;Climatológico
Rio de Janeiro;RS;1;1;14;0;1;Erosão Costeira;Geológico
Rio Verde;PI;0;1;12;1;0;Inundações graduais;Climatológico
Fortaleza;MS;0;4;14;0;0;Deslizamentos de terra;Desastres Biológicos (ex: epidemias relacionadas a desastres)
Recife;CE;0;5;7;0;0;Tornados;Desastres Biológicos (ex: epidemias relacionadas a desastres)
Luziânia;SP;0;0;10;0;0;Erosão Costeira;Climatológico
Valparaíso de Goiás;BA;0;3;5;0;0;Chuvas Intensas;Desastres Tecnológicos (simulando contaminação como consequência)
Salvador;RN;0;3;6;0;1;Vendavais e Ciclones;Geológico
Rio de Janeiro;BA;0;1;13;0;1;Vendavais e Ciclones;Incêndios Florestais
Aparecida de Goiânia;TO;0;4;13;1;0;Granizo;Meteorológico
Rio de Janeiro;MG;0;2;4;1;0;Deslizamentos de terra;Desastres Tecnológicos (simulando contaminação como consequência)
Salvador;RN;0;1;13;0;0;Geada/Frentes frias;Desastres Biológicos (ex: epidemias relacionadas a desastres)
Anápolis;ES;1;4;8;0;0;Tornados;Geológico
Luziânia;PE;0;1;6;0;0;Erosão Costeira;Desastres Biológicos (ex: epidemias relacionadas a desastres)
Aparecida de Goiânia;PB;0;2;12;0;0;Tornados;Climatológico
Brasília;SP;0;3;10;0;1;Inundações graduais;Climatológico
Itumbiara;AP;0;4;11;0;0;Inundações graduais;Meteorológico
Belo Horizonte;PE;0;2;10;0;0;Erosão Costeira;Desastres Biológicos (ex: epidemias relacionadas a desastres)
Rio de Janeiro;CE;0;1;10;0;0;Inundações graduais;Meteorológico
Jataí;PR;0;3;10;0;0;Alagamentos;Incêndios Florestais
Luziânia;SE;0;1;12;0;0;Incêndios florestais;Geológico
Jataí;RN;1;1;14;1;1;Deslizamentos de terra;Meteorológico
Luziânia;SE;0;2;9;1;0;Incêndios florestais;Incêndios Florestais
Salvador;MG;0;2;7;1;0;Vendavais e Ciclones;Desastres Tecnológicos (simulando contaminação como consequência)
Luziânia;MT;0;2;11;0;0;Incêndios florestais;Desastres Tecnológicos (simulando contaminação como consequência)
Recife;RS;0;3;13;0;0;Inundações graduais;Incêndios Florestais
Rio de Janeiro;PA;0;2;9;0;0;Subsidência/Colapso de solo;Desastres Tecnológicos (simulando contaminação como consequência)
Fortaleza;RO;0;4;9;0;0;Tornados;Hidrológico
Catalão;PA;0;2;11;0;0;Erosão Costeira;Meteorológico
Valparaíso de Goiás;DF;0;7;8;0;0;Incêndios florestais;Desastres Tecnológicos (simulando contaminação como consequência)
Fortaleza;PE;0;3;13;0;0;Tornados;Meteorológico
Itumbiara;SC;0;2;13;0;0;Granizo;Desastres Tecnológicos (simulando contaminação como consequência)
Trindade;AL;1;0;13;0;0;Vendavais e Ciclones;Desastres Tecnológicos (simulando contaminação como consequência)
Aparecida de Goiânia;PA;0;0;9;0;0;Chuvas Intensas;Desastres Biológicos (ex: epidemias relacionadas a desastres)
Aparecida de Goiânia;PI;0;1;13;0;0;Granizo;Hidrológico
Goiânia;SC;0;1;15;0;0;Granizo;Desastres Tecnológicos (simulando contaminação como consequência)
Recife;PE;1;2;11;0;0;Granizo;Incêndios Florestais
Aparecida de Goiânia;TO;1;0;10;1;0;Secas e estiagens;Desastres Tecnológicos (simulando contaminação como consequência)
Fortaleza;PI;0;3;9;0;0;Deslizamentos de terra;Climatológico
Fortaleza;RJ;0;1;11;0;1;Chuvas Intensas;Climatológico
Catalão;ES;1;2;14;0;1;Incêndios florestais;Desastres Biológicos (ex: epidemias relacionadas a desastres)
Jataí;CE;0;1;13;0;0;Incêndios florestais;Meteorológico
Manaus;AM;0;1;6;0;0;Tornados;Desastres Tecnológicos (simulando contaminação como consequência)
Rio Verde;PE;0;4;7;0;0;Tornados;Climatológico
Recife;MT;0;4;11;0;0;Enxurradas;Desastres Tecnológicos (simulando contaminação como consequência)
Valparaíso de Goiás;TO;0;0;7;0;0;Enxurradas;Climatológico
Belo Horizonte;PA;0;0;8;0;0;Incêndios florestais;Incêndios Florestais
Rio Verde;TO;0;0;8;1;0;Inundações graduais;Meteorológico
Catalão;RJ;1;1;12;0;0;Alagamentos;Climatológico
Curitiba;PI;0;0;13;0;0;Alagamentos;Desastres Biológicos (ex: epidemias relacionadas a desastres)
Brasília;PI;0;2;10;0;0;Inundações graduais;Incêndios Florestais
Recife;RS;0;2;19;1;0;Subsidência/Colapso de solo;Meteorológico
Fortaleza;AL;0;1;8;1;0;Chuvas Intensas;Incêndios Florestais
Jataí;PE;1;1;5;0;0;Chuvas Intensas;Desastres Tecnológicos (simulando contaminação como consequência)
São Paulo;AL;0;1;9;0;0;Erosão Costeira;Hidrológico
Anápolis;PA;0;4;12;0;0;Enxurradas;Desastres Tecnológicos (simulando contaminação como consequência)
Valparaíso de Goiás;RN;2;0;15;0;0;Erosão Costeira;Incêndios Florestais
Porto Alegre;PE;1;1;13;0;0;Vendavais e Ciclones;Incêndios Florestais
Itumbiara;RS;0;2;8;1;1;Tornados;Meteorológico
Catalão;SC;0;2;6;0;0;Enxurradas;Desastres Tecnológicos (simulando contaminação como consequência)
Manaus;TO;0;2;8;0;0;Erosão Costeira;Desastres Biológicos (ex: epidemias relacionadas a desastres)
Aparecida de Goiânia;AM;0;2;10;0;1;Subsidência/Colapso de solo;Desastres Tecnológicos (simulando contaminação como consequência)
Goiânia;TO;0;5;8;0;0;Subsidência/Colapso de solo;Desastres Biológicos (ex: epidemias relacionadas a desastres)
Luziânia;MG;0;5;7;0;0;Chuvas Intensas;Geológico
São Paulo;TO;1;2;8;0;0;Geada/Frentes frias;Incêndios Florestais
Itumbiara;PR;0;4;10;1;0;Inundações graduais;Meteorológico
Trindade;GO;1;2;8;0;0;Deslizamentos de terra;Hidrológico
Valparaíso de Goiás;SE;1;2;9;1;0;Inundações graduais;Desastres Tecnológicos (simulando contaminação como consequência)
Fortaleza;AP;0;1;9;0;0;Subsidência/Colapso de solo;Meteorológico
Jataí;RO;0;0;10;0;0;Chuvas Intensas;Geológico
Valparaíso de Goiás;MT;0;0;15;0;0;Secas e estiagens;Desastres Tecnológicos (simulando contaminação como consequência)
Porto Alegre;MS;0;2;15;0;0;Granizo;Climatológico
Rio de Janeiro;RS;0;1;15;0;0;Chuvas Intensas;Incêndios Florestais
Trindade;AC;0;2;6;1;0;Alagamentos;Hidrológico
Manaus;PB;0;3;10;0;0;Granizo;Hidrológico
Itumbiara;TO;0;1;16;0;0;Tornados;Geológico
Belo Horizonte;MA;0;1;16;0;0;Incêndios florestais;Incêndios Florestais
Trindade;RN;0;1;6;1;0;Vendavais e Ciclones;Meteorológico
Jataí;SP;0;1;8;0;0;Secas e estiagens;Meteorológico
São Paulo;BA;0;1;9;0;0;Chuvas Intensas;Desastres Tecnológicos (simulando contaminação como consequência)
Manaus;MG;0;2;14;0;0;Enxurradas;Climatológico
Jataí;PA;0;2;11;0;1;Chuvas Intensas;Climatológico
Curitiba;PI;1;1;10;0;1;Geada/Frentes frias;Hidrológico
Valparaíso de Goiás;BA;0;1;8;0;0;Tornados;Incêndios Florestais
Curitiba;SC;1;1;6;0;0;Subsidência/Colapso de solo;Incêndios Florestais
Rio Verde;AC;1;1;8;0;0;Vendavais e Ciclones;Desastres Biológicos (ex: epidemias relacionadas a desastres)
Anápolis;SP;1;1;11;0;0;Secas e estiagens;Hidrológico
São Paulo;RR;0;0;7;0;0;Erosão Costeira;Hidrológico
Salvador;MS;0;3;9;0;0;Inundações graduais;Desastres Tecnológicos (simulando contaminação como consequência)
Jataí;PA;0;2;6;0;0;Inundações graduais;Geológico
Aparecida de Goiânia;MA;1;1;8;0;0;Subsidência/Colapso de solo;Hidrológico
Salvador;RJ;0;0;16;0;0;Tornados;Climatológico
Rio de Janeiro;AM;1;2;15;0;0;Alagamentos;Desastres Biológicos (ex: epidemias relacionadas a desastres)
Porto Alegre;SC;0;2;11;0;0;Erosão Costeira;Meteorológico
Brasília;SP;1;2;18;0;0;Vendavais e Ciclones;Meteorológico
Trindade;AP;0;0;11;0;0;Inundações graduais;Incêndios Florestais
Luziânia;AL;2;2;10;0;0;Enxurradas;Climatológico
Rio Verde;PA;0;0;10;0;0;Inundações graduais;Desastres Biológicos (ex: epidemias relacionadas a desastres)
São Paulo;TO;0;0;10;0;0;Granizo;Climatológico
Porto Alegre;RS;0;0;13;0;0;Chuvas Intensas;Desastres Tecnológicos (simulando contaminação como consequência)
São Paulo;RN;0;0;9;1;0;Geada/Frentes frias;Desastres Tecnológicos (simulando contaminação como consequência)
Trindade;DF;0;0;9;0;0;Erosão Costeira;Climatológico
Rio Verde;BA;1;3;7;0;0;Alagamentos;Desastres Biológicos (ex: epidemias relacionadas a desastres)
Jataí;RS;0;2;10;0;0;Secas e estiagens;Meteorológico
Porto Alegre;RN;0;2;9;0;0;Geada/Frentes frias;Hidrológico
São Paulo;MG;0;1;7;0;0;Inundações graduais;Desastres Tecnológicos (simulando contaminação como consequência)
Luziânia;RS;0;0;11;0;0;Incêndios florestais;Climatológico
Rio Verde;RO;0;1;7;0;0;Subsidência/Colapso de solo;Geológico
Jataí;AP;0;1;14;0;0;Tornados;Desastres Biológicos (ex: epidemias relacionadas a desastres)
Fortaleza;MT;0;0;10;1;0;Inundações graduais;Meteorológico
Manaus;BA;0;3;5;0;0;Enxurradas;Desastres Tecnológicos (simulando contaminação como consequência)
São Paulo;RO;0;5;5;1;0;Granizo;Meteorológico
Porto Alegre;MS;0;1;13;1;0;Deslizamentos de terra;Desastres Biológicos (ex: epidemias relacionadas a desastres)
Catalão;RJ;1;3;8;0;0;Inundações graduais;Meteorológico
Recife;MT;0;2;7;0;0;Enxurradas;Desastres Tecnológicos (simulando contaminação como consequência)
Aparecida de Goiânia;RO;1;1;8;0;0;Secas e estiagens;Hidrológico
Anápolis;RJ;0;0;11;0;0;Deslizamentos de terra;Climatológico
Recife;PE;0;2;13;1;0;Vendavais e Ciclones;Incêndios Florestais
